,Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
1920,10868_8#62,2010.0,Estonia,Europe,S,1.5,32,0.094,0.023,3,16,437,297,1.5,32.0,0.094,0.023,3.0,16.0,0.584962501,5.0,-3.411195433,-5.442222329,1.584962501,4.0,0.0,1.0,0.0,0.0,1.0,1.0
1921,10868_8#63,2010.0,Belarus,Europe,S,0.25,0.004,0.002,0.016,0.19,0.023,1993,168,0.25,0.004,0.002,0.016,0.19,0.023,-2.0,-7.965784285,-8.965784285,-5.965784285,-2.395928676,-5.442222329,0.0,0.0,0.0,0.0,0.0,0.0
1922,10868_8#64,2010.0,Belarus,Europe,S,0.75,0.12,0.094,0.016,3,3,285,198,0.75,0.12,0.094,0.016,3.0,3.0,-0.415037499,-3.058893689,-3.411195433,-5.965784285,1.584962501,1.584962501,0.0,0.0,0.0,0.0,1.0,1.0
1923,10868_8#66,2010.0,Belarus,Europe,S,0.094,0.006,0.002,0.016,0.19,0.012,1120,10,0.094,0.006,0.002,0.016,0.19,0.012,-3.411195433,-7.380821784,-8.965784285,-5.965784285,-2.395928676,-6.380821784,0.0,0.0,0.0,0.0,0.0,0.0
1924,10868_8#67,2010.0,Belarus,Europe,S,0.064,0.006,0.012,0.016,16,0.094,807,412,0.064,0.006,0.012,0.016,16.0,0.094,-3.965784285,-7.380821784,-6.380821784,-5.965784285,4.0,-3.411195433,0.0,0.0,0.0,0.0,1.0,0.0
1925,10868_8#68,2010.0,Belarus,Europe,S,0.5,0.12,0.047,0.016,2,1.5,7476,395,0.5,0.12,0.047,0.016,2.0,1.5,-1.0,-3.058893689,-4.411195433,-5.965784285,1.0,0.584962501,0.0,0.0,0.0,0.0,1.0,1.0
1926,10868_8#69,2010.0,Belarus,Europe,S,0.5,0.12,0.023,0.016,2,1.5,3150,213,0.5,0.12,0.023,0.016,2.0,1.5,-1.0,-3.058893689,-5.442222329,-5.965784285,1.0,0.584962501,0.0,0.0,0.0,0.0,1.0,1.0
1927,10868_8#7,2008.0,Denmark,Europe,S,0.38,0.003,0.008,0.016,1,0.75,3766,255,0.38,0.003,0.008,0.016,1.0,0.75,-1.395928676,-8.380821784,-6.965784285,-5.965784285,0.0,-0.415037499,0.0,0.0,0.0,0.0,0.0,0.0
1928,10868_8#70,2010.0,Belarus,Europe,S,0.047,6,0.006,0.016,0.5,0.25,2862,200,0.047,6.0,0.006,0.016,0.5,0.25,-4.411195433,2.584962501,-7.380821784,-5.965784285,-1.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0
1929,10868_8#71,2010.0,Belarus,Europe,S,0.064,0.004,0.008,0.016,16,0.19,7436,393,0.064,0.004,0.008,0.016,16.0,0.19,-3.965784285,-7.965784285,-6.965784285,-5.965784285,4.0,-2.395928676,0.0,0.0,0.0,0.0,1.0,0.0
1930,10868_8#72,2010.0,Belarus,Europe,S,0.38,0.12,0.047,0.016,1,1,7435,392,0.38,0.12,0.047,0.016,1.0,1.0,-1.395928676,-3.058893689,-4.411195433,-5.965784285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,10868_8#73,2010.0,Spain,Europe,S,0.5,32,0.19,0.19,4,3,1407,127,0.5,32.0,0.19,0.19,4.0,3.0,-1.0,5.0,-2.395928676,-2.395928676,2.0,1.584962501,0.0,1.0,0.0,0.0,1.0,1.0
1932,10868_8#74,2010.0,Poland,Europe,R,3,0.008,0.008,0.016,0.38,6,1478,135,3.0,0.008,0.008,0.016,0.38,6.0,1.584962501,-6.965784285,-6.965784285,-5.965784285,-1.395928676,2.584962501,1.0,0.0,0.0,0.0,0.0,1.0
1933,10868_8#75,2010.0,Poland,Europe,S,0.19,0.002,0.002,0.016,0.016,0.002,-,1,0.19,0.002,0.002,0.016,0.016,0.002,-2.395928676,-8.965784285,-8.965784285,-5.965784285,-5.965784285,-8.965784285,0.0,0.0,0.0,0.0,0.0,0.0
1934,10868_8#76,2010.0,Poland,Europe,S,0.25,16,0.016,0.016,0.38,0.5,225,179,0.25,16.0,0.016,0.016,0.38,0.5,-2.0,4.0,-5.965784285,-5.965784285,-1.395928676,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
1935,10868_8#77,2010.0,Poland,Europe,S,0.19,0.002,0.002,0.016,0.047,0.032,3916,272,0.19,0.002,0.002,0.016,0.047,0.032,-2.395928676,-8.965784285,-8.965784285,-5.965784285,-4.411195433,-4.965784285,0.0,0.0,0.0,0.0,0.0,0.0
1936,10868_8#78,2010.0,Poland,Europe,R,0.047,0.25,0.004,0.016,4,1.5,5421,330,0.047,0.25,0.004,0.016,4.0,1.5,-4.411195433,-2.0,-7.965784285,-5.965784285,2.0,0.584962501,0.0,0.0,0.0,0.0,1.0,1.0
1937,10868_8#79,2010.0,Poland,Europe,S,0.125,1.5,0.047,0.023,6,0.38,1405,126,0.125,1.5,0.047,0.023,6.0,0.38,-3.0,0.584962501,-4.411195433,-5.442222329,2.584962501,-1.395928676,0.0,1.0,0.0,0.0,1.0,0.0
1938,10868_8#8,2008.0,Finland,Europe,R,0.5,32,0.023,0.047,4,0.75,3779,261,0.5,32.0,0.023,0.047,4.0,0.75,-1.0,5.0,-5.442222329,-4.411195433,2.0,-0.415037499,0.0,1.0,0.0,0.0,1.0,0.0
1939,10868_8#80,2010.0,Poland,Europe,S,0.064,0.004,0.003,0.016,16,0.25,8376,417,0.064,0.004,0.003,0.016,16.0,0.25,-3.965784285,-7.965784285,-8.380821784,-5.965784285,4.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0
1940,10868_8#81,2010.0,Poland,Europe,S,0.016,0.38,0.004,0.016,3,1.5,5421,330,0.016,0.38,0.004,0.016,3.0,1.5,-5.965784285,-1.395928676,-7.965784285,-5.965784285,1.584962501,0.584962501,0.0,0.0,0.0,0.0,1.0,1.0
1941,10868_8#82,2010.0,Poland,Europe,S,0.19,4,0.032,0.032,48,0.5,1405,126,0.19,4.0,0.032,0.032,48.0,0.5,-2.395928676,2.0,-4.965784285,-4.965784285,5.584962501,-1.0,0.0,1.0,0.0,0.0,1.0,0.0
1942,10868_8#83,2010.0,Poland,Europe,S,0.38,0.008,0.002,0.016,0.38,0.023,8378,418,0.38,0.008,0.002,0.016,0.38,0.023,-1.395928676,-6.965784285,-8.965784285,-5.965784285,-1.395928676,-5.442222329,0.0,0.0,0.0,0.0,0.0,0.0
1943,10868_8#84,2010.0,Slovenia,Europe,R,0.125,2,0.008,0.016,32,4,5613,336,0.125,2.0,0.008,0.016,32.0,4.0,-3.0,1.0,-6.965784285,-5.965784285,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
1944,10868_8#85,2010.0,Slovenia,Europe,S,0.064,0.006,0.006,0.016,0.38,0.25,5615,337,0.064,0.006,0.006,0.016,0.38,0.25,-3.965784285,-7.380821784,-7.380821784,-5.965784285,-1.395928676,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,10868_8#87,2010.0,Slovenia,Europe,S,0.5,32,0.094,0.125,2,2,5570,335,0.5,32.0,0.094,0.125,2.0,2.0,-1.0,5.0,-3.411195433,-3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1946,10868_8#88,2010.0,Slovenia,Europe,R,0.094,0.004,0.008,0.016,0.5,3,5616,338,0.094,0.004,0.008,0.016,0.5,3.0,-3.411195433,-7.965784285,-6.965784285,-5.965784285,-1.0,1.584962501,0.0,0.0,0.0,0.0,0.0,1.0
1947,10868_8#89,2011.0,Estonia,Europe,S,0.094,0.003,0.004,0.016,0.125,0.094,7482,397,0.094,0.003,0.004,0.016,0.125,0.094,-3.411195433,-8.380821784,-7.965784285,-5.965784285,-3.0,-3.411195433,0.0,0.0,0.0,0.0,0.0,0.0
1948,10868_8#9,2008.0,France,Europe,S,0.5,32,0.125,0.125,3,3,3158,214,0.5,32.0,0.125,0.125,3.0,3.0,-1.0,5.0,-3.0,-3.0,1.584962501,1.584962501,0.0,1.0,0.0,0.0,1.0,1.0
1949,10868_8#90,2011.0,Estonia,Europe,R,0.5,24,0.012,0.016,32,8,3611,244,0.5,24.0,0.012,0.016,32.0,8.0,-1.0,4.584962501,-6.380821784,-5.965784285,5.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0
1950,10868_8#91,2011.0,Estonia,Europe,R,0.38,12,0.012,0.016,48,16,3611,244,0.38,12.0,0.012,0.016,48.0,16.0,-1.395928676,3.584962501,-6.380821784,-5.965784285,5.584962501,4.0,0.0,1.0,0.0,0.0,1.0,1.0
1951,10868_8#92,2011.0,Estonia,Europe,S,0.25,0.006,0.002,0.016,0.38,0.047,1241,16,0.25,0.006,0.002,0.016,0.38,0.047,-2.0,-7.380821784,-8.965784285,-5.965784285,-1.395928676,-4.411195433,0.0,0.0,0.0,0.0,0.0,0.0
1952,10868_8#93,2011.0,Estonia,Europe,S,0.094,0.004,0.004,0.016,0.125,0.094,7482,397,0.094,0.004,0.004,0.016,0.125,0.094,-3.411195433,-7.965784285,-7.965784285,-5.965784285,-3.0,-3.411195433,0.0,0.0,0.0,0.0,0.0,0.0
1953,10868_8#94,2011.0,Belarus,Europe,S,0.5,32,0.032,0.016,2,1.5,3150,213,0.5,32.0,0.032,0.016,2.0,1.5,-1.0,5.0,-4.965784285,-5.965784285,1.0,0.584962501,0.0,1.0,0.0,0.0,1.0,1.0
1954,10868_8#95,2011.0,Belarus,Europe,S,0.75,32,0.032,0.016,2,1.5,3150,213,0.75,32.0,0.032,0.016,2.0,1.5,-0.415037499,5.0,-4.965784285,-5.965784285,1.0,0.584962501,0.0,1.0,0.0,0.0,1.0,1.0
1955,10900_8#1,2011.0,Belarus,Europe,S,0.064,0.004,0.002,0.016,0.19,0.064,7480,396,0.064,0.004,0.002,0.016,0.19,0.064,-3.965784285,-7.965784285,-8.965784285,-5.965784285,-2.395928676,-3.965784285,0.0,0.0,0.0,0.0,0.0,0.0
1956,10900_8#10,2011.0,Poland,Europe,S,0.25,32,0.064,0.016,1,1,1861,164,0.25,32.0,0.064,0.016,1.0,1.0,-2.0,5.0,-3.965784285,-5.965784285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1957,10900_8#11,2011.0,Poland,Europe,S,0.19,32,0.012,0.032,0.25,0.38,8385,420,0.19,32.0,0.012,0.032,0.25,0.38,-2.395928676,5.0,-6.380821784,-4.965784285,-2.0,-1.395928676,0.0,1.0,0.0,0.0,0.0,0.0
1958,10900_8#12,2011.0,Poland,Europe,S,0.5,0.002,0.006,0.016,0.25,0.125,8390,423,0.5,0.002,0.006,0.016,0.25,0.125,-1.0,-8.965784285,-7.380821784,-5.965784285,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,10900_8#13,2011.0,Poland,Europe,S,0.19,32,0.023,0.016,2,0.75,8379,419,0.19,32.0,0.023,0.016,2.0,0.75,-2.395928676,5.0,-5.442222329,-5.965784285,1.0,-0.415037499,0.0,1.0,0.0,0.0,1.0,0.0
1960,10900_8#14,2011.0,Poland,Europe,S,0.19,32,0.064,0.064,1.5,0.75,8386,421,0.19,32.0,0.064,0.064,1.5,0.75,-2.395928676,5.0,-3.965784285,-3.965784285,0.584962501,-0.415037499,0.0,1.0,0.0,0.0,1.0,0.0
1961,10900_8#15,2011.0,Poland,Europe,S,1,32,0.064,0.125,2,2,1407,127,1.0,32.0,0.064,0.125,2.0,2.0,0.0,5.0,-3.965784285,-3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1962,10900_8#16,2011.0,Poland,Europe,S,0.047,4,0.008,0.032,0.5,0.19,1407,127,0.047,4.0,0.008,0.032,0.5,0.19,-4.411195433,2.0,-6.965784285,-4.965784285,-1.0,-2.395928676,0.0,1.0,0.0,0.0,0.0,0.0
1963,10900_8#17,2011.0,Poland,Europe,S,0.19,4,0.047,0.023,64,0.75,1405,126,0.19,4.0,0.047,0.023,64.0,0.75,-2.395928676,2.0,-4.411195433,-5.442222329,6.0,-0.415037499,0.0,1.0,0.0,0.0,1.0,0.0
1964,10900_8#18,2011.0,Poland,Europe,S,0.5,32,0.094,0.125,3,2,1407,127,0.5,32.0,0.094,0.125,3.0,2.0,-1.0,5.0,-3.411195433,-3.0,1.584962501,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1965,10900_8#19,2011.0,Poland,Europe,S,0.125,0.004,0.004,0.016,16,0.004,8392,424,0.125,0.004,0.004,0.016,16.0,0.004,-3.0,-7.965784285,-7.965784285,-5.965784285,4.0,-7.965784285,0.0,0.0,0.0,0.0,1.0,0.0
1966,10900_8#2,2011.0,Belarus,Europe,S,0.38,0.004,0.002,0.016,0.19,0.023,1993,168,0.38,0.004,0.002,0.016,0.19,0.023,-1.395928676,-7.965784285,-8.965784285,-5.965784285,-2.395928676,-5.442222329,0.0,0.0,0.0,0.0,0.0,0.0
1967,10900_8#20,2011.0,Slovenia,Europe,R,0.125,2,0.016,0.016,1.5,16,8654,430,0.125,2.0,0.016,0.016,1.5,16.0,-3.0,1.0,-5.965784285,-5.965784285,0.584962501,4.0,0.0,1.0,0.0,0.0,1.0,1.0
1968,10900_8#21,2011.0,Slovenia,Europe,S,0.5,0.004,0.003,0.016,0.75,0.19,5237,324,0.5,0.004,0.003,0.016,0.75,0.19,-1.0,-7.965784285,-8.380821784,-5.965784285,-0.415037499,-2.395928676,0.0,0.0,0.0,0.0,0.0,0.0
1969,10900_8#22,2011.0,Slovenia,Europe,R,0.19,0.008,0.012,0.016,0.75,4,8658,431,0.19,0.008,0.012,0.016,0.75,4.0,-2.395928676,-6.965784285,-6.380821784,-5.965784285,-0.415037499,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1970,10900_8#23,2011.0,Slovenia,Europe,S,0.5,32,0.125,0.19,2,2,1407,127,0.5,32.0,0.125,0.19,2.0,2.0,-1.0,5.0,-3.0,-2.395928676,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1971,10900_8#24,2011.0,Slovenia,Europe,S,0.19,2,0.002,0.016,24,0.25,5405,329,0.19,2.0,0.002,0.016,24.0,0.25,-2.395928676,1.0,-8.965784285,-5.965784285,4.584962501,-2.0,0.0,1.0,0.0,0.0,1.0,0.0
1972,10900_8#25,2012.0,Estonia,Europe,R,0.125,6,0.016,0.016,4,4,211,173,0.125,6.0,0.016,0.016,4.0,4.0,-3.0,2.584962501,-5.965784285,-5.965784285,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
1973,10900_8#26,2012.0,Estonia,Europe,S,0.25,0.006,0.002,0.016,0.19,0.047,1241,16,0.25,0.006,0.002,0.016,0.19,0.047,-2.0,-7.380821784,-8.965784285,-5.965784285,-2.395928676,-4.411195433,0.0,0.0,0.0,0.0,0.0,0.0
1974,10900_8#27,2012.0,Estonia,Europe,R,0.094,0.003,0.004,0.016,16,32,7487,400,0.094,0.003,0.004,0.016,16.0,32.0,-3.411195433,-8.380821784,-7.965784285,-5.965784285,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
1975,10900_8#28,2012.0,Estonia,Europe,S,0.125,0.003,0.002,0.016,0.125,0.012,5185,323,0.125,0.003,0.002,0.016,0.125,0.012,-3.0,-8.380821784,-8.965784285,-5.965784285,-3.0,-6.380821784,0.0,0.0,0.0,0.0,0.0,0.0
1976,10900_8#29,2012.0,Estonia,Europe,S,0.032,0.003,0.002,0.016,0.5,0.125,-,1,0.032,0.003,0.002,0.016,0.5,0.125,-4.965784285,-8.380821784,-8.965784285,-5.965784285,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,10900_8#3,2011.0,Belarus,Europe,S,0.19,0.003,0.002,0.016,0.25,0.023,1993,168,0.19,0.003,0.002,0.016,0.25,0.023,-2.395928676,-8.380821784,-8.965784285,-5.965784285,-2.0,-5.442222329,0.0,0.0,0.0,0.0,0.0,0.0
1978,10900_8#30,2012.0,Poland,Europe,S,0.19,32,0.016,0.016,0.016,2,1340,124,0.19,32.0,0.016,0.016,0.016,2.0,-2.395928676,5.0,-5.965784285,-5.965784285,-5.965784285,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1979,10900_8#31,2012.0,Poland,Europe,S,0.125,8,0.008,0.032,0.008,0.38,8387,422,0.125,8.0,0.008,0.032,0.008,0.38,-3.0,3.0,-6.965784285,-4.965784285,-6.965784285,-1.395928676,0.0,1.0,0.0,0.0,0.0,0.0
1980,10900_8#32,2012.0,Poland,Europe,S,0.19,0.006,0.008,0.016,0.5,0.5,8392,424,0.19,0.006,0.008,0.016,0.5,0.5,-2.395928676,-7.380821784,-6.965784285,-5.965784285,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,10900_8#33,2012.0,Poland,Europe,S,0.032,6,0.012,0.032,0.25,0.19,1407,127,0.032,6.0,0.012,0.032,0.25,0.19,-4.965784285,2.584962501,-6.380821784,-4.965784285,-2.0,-2.395928676,0.0,1.0,0.0,0.0,0.0,0.0
1982,10900_8#34,2012.0,Poland,Europe,S,0.38,32,0.064,0.094,0.75,1.5,4275,295,0.38,32.0,0.064,0.094,0.75,1.5,-1.395928676,5.0,-3.965784285,-3.411195433,-0.415037499,0.584962501,0.0,1.0,0.0,0.0,0.0,1.0
1983,10900_8#35,2012.0,Poland,Europe,S,0.25,8,0.032,0.094,0.5,0.5,8387,422,0.25,8.0,0.032,0.094,0.5,0.5,-2.0,3.0,-4.965784285,-3.411195433,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
1984,10900_8#37,2012.0,Poland,Europe,S,0.75,32,0.064,0.094,1.5,2,1407,127,0.75,32.0,0.064,0.094,1.5,2.0,-0.415037499,5.0,-3.965784285,-3.411195433,0.584962501,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1985,10900_8#38,2012.0,Poland,Europe,S,0.064,0.003,0.002,0.016,0.125,0.16,6974,383,0.064,0.003,0.002,0.016,0.125,0.16,-3.965784285,-8.380821784,-8.965784285,-5.965784285,-3.0,-2.64385619,0.0,0.0,0.0,0.0,0.0,0.0
1986,10900_8#39,2012.0,Poland,Europe,S,0.5,32,0.064,0.094,2,1.5,8387,422,0.5,32.0,0.064,0.094,2.0,1.5,-1.0,5.0,-3.965784285,-3.411195433,1.0,0.584962501,0.0,1.0,0.0,0.0,1.0,1.0
1987,10900_8#40,2012.0,Slovenia,Europe,S,0.75,0.023,0.047,0.023,2,1.5,21,171,0.75,0.023,0.047,0.023,2.0,1.5,-0.415037499,-5.442222329,-4.411195433,-5.442222329,1.0,0.584962501,0.0,0.0,0.0,0.0,1.0,1.0
1988,10900_8#41,2012.0,Slovenia,Europe,S,4,0.004,0.003,0.016,0.5,0.19,1313,120,4.0,0.004,0.003,0.016,0.5,0.19,2.0,-7.965784285,-8.380821784,-5.965784285,-1.0,-2.395928676,1.0,0.0,0.0,0.0,0.0,0.0
1989,10900_8#42,2012.0,Slovenia,Europe,S,0.5,32,0.094,0.19,2,1.5,1407,127,0.5,32.0,0.094,0.19,2.0,1.5,-1.0,5.0,-3.411195433,-2.395928676,1.0,0.584962501,0.0,1.0,0.0,0.0,1.0,1.0
1990,10900_8#43,2012.0,Slovenia,Europe,R,0.094,32,0.008,0.016,32,8,8662,432,0.094,32.0,0.008,0.016,32.0,8.0,-3.411195433,5.0,-6.965784285,-5.965784285,5.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0
1991,10900_8#44,2012.0,Slovenia,Europe,S,12,32,0.012,0.016,2,0.38,2997,207,12.0,32.0,0.012,0.016,2.0,0.38,3.584962501,5.0,-6.380821784,-5.965784285,1.0,-1.395928676,1.0,1.0,0.0,0.0,1.0,0.0
1992,10900_8#45,1979.0,Thailand,Asia,R,0.064,0.002,0.003,0.016,0.5,32,172,150,0.064,0.002,0.003,0.016,0.5,32.0,-3.965784285,-8.965784285,-8.380821784,-5.965784285,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1993,10900_8#48,1996.0,Australia,Oceania,R,0.38,24,0.023,0.016,3,32,904,435,0.38,24.0,0.023,0.016,3.0,32.0,-1.395928676,4.584962501,-5.442222329,-5.965784285,1.584962501,5.0,0.0,1.0,0.0,0.0,1.0,1.0
1994,10900_8#49,1997.0,Australia,Oceania,S,0.25,0.75,0.032,0.032,3,3,270,195,0.25,0.75,0.032,0.032,3.0,3.0,-2.0,-0.415037499,-4.965784285,-4.965784285,1.584962501,1.584962501,0.0,0.0,0.0,0.0,1.0,1.0
1995,10900_8#5,2011.0,Belarus,Europe,S,1,12,0.012,0.016,1.5,0.75,1407,127,1.0,12.0,0.012,0.016,1.5,0.75,0.0,3.584962501,-6.380821784,-5.965784285,0.584962501,-0.415037499,0.0,1.0,0.0,0.0,1.0,0.0
1996,10900_8#50,1997.0,Japan,Asia,S,0.5,0.5,0.047,0.064,3,1,4093,284,0.5,0.5,0.047,0.064,3.0,1.0,-1.0,-1.0,-4.411195433,-3.965784285,1.584962501,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1997,10900_8#51,1997.0,Japan,Asia,S,0.75,0.25,0.094,0.125,2,3,4127,289,0.75,0.25,0.094,0.125,2.0,3.0,-0.415037499,-2.0,-3.411195433,-3.0,1.0,1.584962501,0.0,0.0,0.0,0.0,1.0,1.0
1998,10900_8#52,1998.0,Japan,Asia,S,0.5,0.38,0.016,0.016,2,0.75,4123,288,0.5,0.38,0.016,0.016,2.0,0.75,-1.0,-1.395928676,-5.965784285,-5.965784285,1.0,-0.415037499,0.0,0.0,0.0,0.0,1.0,0.0
1999,10900_8#53,1998.0,Japan,Asia,S,0.38,0.5,0.094,0.094,2,3,4068,279,0.38,0.5,0.094,0.094,2.0,3.0,-1.395928676,-1.0,-3.411195433,-3.411195433,1.0,1.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2000,10900_8#54,1998.0,China,Asia,S,0.25,0.38,0.006,0.016,2,0.38,1085,7,0.25,0.38,0.006,0.016,2.0,0.38,-2.0,-1.395928676,-7.380821784,-5.965784285,1.0,-1.395928676,0.0,0.0,0.0,0.0,1.0,0.0
2001,10900_8#55,1998.0,China,Asia,S,0.19,32,0.016,0.023,1.5,0.75,-,1,0.19,32.0,0.016,0.023,1.5,0.75,-2.395928676,5.0,-5.965784285,-5.442222329,0.584962501,-0.415037499,0.0,1.0,0.0,0.0,1.0,0.0
2002,10900_8#56,1998.0,China,Asia,S,0.094,16,0.016,0.016,2,1.5,-,1,0.094,16.0,0.016,0.016,2.0,1.5,-3.411195433,4.0,-5.965784285,-5.965784285,1.0,0.584962501,0.0,1.0,0.0,0.0,1.0,1.0
2003,10900_8#57,1998.0,China,Asia,S,0.19,0.25,0.016,0.023,2,1,-,1,0.19,0.25,0.016,0.023,2.0,1.0,-2.395928676,-2.0,-5.965784285,-5.442222329,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2004,10900_8#58,1998.0,HongKong,Asia,S,0.094,6,0.023,0.016,1,1.5,-,1,0.094,6.0,0.023,0.016,1.0,1.5,-3.411195433,2.584962501,-5.442222329,-5.965784285,0.0,0.584962501,0.0,1.0,0.0,0.0,0.0,1.0
2005,10900_8#59,1998.0,Indonesia,Asia,R,0.094,0.002,0.003,0.016,24,32,-,1,0.094,0.002,0.003,0.016,24.0,32.0,-3.411195433,-8.965784285,-8.380821784,-5.965784285,4.584962501,5.0,0.0,0.0,0.0,0.0,1.0,1.0
2006,10900_8#6,2011.0,Germany,Europe,S,0.19,32,0.5,0.75,3,2,1407,127,0.19,32.0,0.5,0.75,3.0,2.0,-2.395928676,5.0,-1.0,-0.415037499,1.584962501,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2007,10900_8#60,1998.0,Indonesia,Asia,S,0.032,0.002,0.002,0.016,16,0.125,1691,148,0.032,0.002,0.002,0.016,16.0,0.125,-4.965784285,-8.965784285,-8.965784285,-5.965784285,4.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0
2008,10900_8#61,1998.0,Indonesia,Asia,R,0.023,0.002,0.002,0.016,16,4,-,1,0.023,0.002,0.002,0.016,16.0,4.0,-5.442222329,-8.965784285,-8.965784285,-5.965784285,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
2009,10900_8#62,1998.0,Malaysia,Asia,R,0.25,6,0.008,0.016,1.5,128,147,134,0.25,6.0,0.008,0.016,1.5,128.0,-2.0,2.584962501,-6.965784285,-5.965784285,0.584962501,7.0,0.0,1.0,0.0,0.0,1.0,1.0
2010,10900_8#63,1998.0,Malaysia,Asia,S,0.016,4,0.002,0.016,0.5,0.125,8804,433,0.016,4.0,0.002,0.016,0.5,0.125,-5.965784285,2.0,-8.965784285,-5.965784285,-1.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,10900_8#64,1998.0,Philippines,Asia,R,0.032,0.003,0.002,0.016,0.38,3,-,1,0.032,0.003,0.002,0.016,0.38,3.0,-4.965784285,-8.380821784,-8.965784285,-5.965784285,-1.395928676,1.584962501,0.0,0.0,0.0,0.0,0.0,1.0
2012,10900_8#65,1998.0,Philippines,Asia,S,0.25,0.38,0.004,0.016,1.5,0.38,1085,7,0.25,0.38,0.004,0.016,1.5,0.38,-2.0,-1.395928676,-7.965784285,-5.965784285,0.584962501,-1.395928676,0.0,0.0,0.0,0.0,1.0,0.0
2013,10900_8#66,1998.0,Philippines,Asia,R,0.19,0.38,0.006,0.016,2,16,1083,6,0.19,0.38,0.006,0.016,2.0,16.0,-2.395928676,-1.395928676,-7.380821784,-5.965784285,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
2014,10900_8#67,1998.0,Philippines,Asia,S,0.19,0.75,0.003,0.016,0.75,0.25,568,340,0.19,0.75,0.003,0.016,0.75,0.25,-2.395928676,-0.415037499,-8.380821784,-5.965784285,-0.415037499,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,10900_8#68,1998.0,Philippines,Asia,S,0.19,0.75,0.003,0.016,1,0.25,568,340,0.19,0.75,0.003,0.016,1.0,0.25,-2.395928676,-0.415037499,-8.380821784,-5.965784285,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,10900_8#69,1998.0,Philippines,Asia,R,0.125,0.25,0.004,0.016,1.5,24,1083,6,0.125,0.25,0.004,0.016,1.5,24.0,-3.0,-2.0,-7.965784285,-5.965784285,0.584962501,4.584962501,0.0,0.0,0.0,0.0,1.0,1.0
2017,10900_8#7,2011.0,France,Europe,S,0.38,32,2,3,2,1,1407,127,0.38,32.0,2.0,3.0,2.0,1.0,-1.395928676,5.0,1.0,1.584962501,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2018,10900_8#70,1998.0,Philippines,Asia,R,0.032,0.002,0.002,0.016,12,4,-,1,0.032,0.002,0.002,0.016,12.0,4.0,-4.965784285,-8.965784285,-8.965784285,-5.965784285,3.584962501,2.0,0.0,0.0,0.0,0.0,1.0,1.0
2019,10900_8#71,1998.0,Philippines,Asia,R,0.032,1.5,0.003,0.016,0.38,12,-,1,0.032,1.5,0.003,0.016,0.38,12.0,-4.965784285,0.584962501,-8.380821784,-5.965784285,-1.395928676,3.584962501,0.0,1.0,0.0,0.0,0.0,1.0
2020,10900_8#72,1998.0,Philippines,Asia,R,0.023,0.002,0.002,0.016,0.5,4,-,1,0.023,0.002,0.002,0.016,0.5,4.0,-5.442222329,-8.965784285,-8.965784285,-5.965784285,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
